house_title	house_room	house_area	house_location	house_price
龙华区清湖口美丽365花园精装三房满五唯一	3室2厅	87.7平米	龙华区	390万
和成世纪精装三房，满二，自住保养好	3室1厅	86.2平米	龙岗区	425万
布吉大芬地铁站康达尔花园带公园小三房精装修	3室1厅	82.8平米	龙岗区	300万
嘉宝田三期 满五唯一 红本在手 6米挑高大露台	3室2厅	93.11平米	罗湖区	725万
水晶之城 三层复式 住家装修 满五唯一	6室2厅	97.49平米	龙岗区	500万
正规三房两卫南北通满五唯一红本在手税费少	3室2厅	91.59平米	龙岗区	400万
佳兆业可园七期 4室2厅 800万	4室2厅	83.34平米	龙岗区	800万
华景园 7室3厅 2500万	7室3厅	190.51平米	罗湖区	2500万
面朝花园正南正北户型通透位置安静	3室2厅	74.62平米	龙华区	488万
金泰花园 3室2厅 495万	3室2厅	102.9平米	宝安区	495万
木棉湾地铁可园可改三房客厅出大阳台满五年税费少	2室2厅	70.93平米	龙岗区	355万
南溪新苑中高楼层两房 红本在手 满五年 唯一住宅	2室2厅	79.44平米	福田区	462万
花半里电梯小高层 标准3房赠送大入户位置好安静税费少	3室2厅	108.81平米	龙岗区	430万
此房满五唯一 精装3房 使用率高 荷坳地铁口 交通便利	3室2厅	87.79平米	龙岗区	285万
福兴花园 3室1厅 650万	3室1厅	107.3平米	福田区	650万
诚心出售 户型方正 居家安静大两房	2室1厅	86.52平米	福田区	382万
2013年大花园小区！满五唯一 自住精装修朝南	3室2厅	86平米	宝安区	588万
世纪春城八号地两房 免个税 保养好 厅出阳台 采光很棒	2室1厅	69.22平米	龙华区	340万
高层电梯房，户型好，方正，装修好	3室2厅	97.09平米	福田区	590万
龙岗中-心城 百合盛世 精装两房 朝南看公园	2室2厅	69.81平米	龙岗区	260万
西乡住家特好的小区   118平方的大户型  满五年唯一	4室2厅	118.28平米	宝安区	550万
房子是三房朝南 客厅朝南 4+1房 满五年 红本在手	5室2厅	124.27平米	南山区	900万
公园旁边小区，看花园不靠路安静，交易税费少	3室2厅	118.65平米	南山区	960万
滢水山庄二区两房，南北通透，视野开阔，交易成本低	2室2厅	60.54平米	龙华区	275万
四季山水花园满五唯一 一本证大三房	3室2厅	152.23平米	福田区	1360万
前海生活区 双地铁 超高赠送 西南朝向高楼层精装四房	3室2厅	78.97平米	宝安区	540万
御景湾两房  满五年 家庭唯一 朝南 送入户	2室2厅	76.82平米	宝安区	530万
此房是满五年唯一 红本在手  小高层带电梯	2室2厅	82.11平米	罗湖区	450万
美荔园顶层复式 俯视整个荔枝公园 一手业主 满五年	4室2厅	331.98平米	罗湖区	2200万
南山 电梯 汇宾广场 满五年唯一 红本 自住看房方便	2室2厅	74.83平米	南山区	438万
宝安中-心区 达海花园 带南向3房2卫 满五年家庭唯一	3室2厅	104.38平米	宝安区	565万
盛世鹏程大户型 满五唯一 带固定车位 东南向高楼层	4室2厅	153.76平米	福田区	1290万
御景东方6栋高楼层4+1房推荐	3室1厅	148.92平米	南山区	1400万
波托菲诺纯水岸四期 4室2厅 4200万	4室2厅	273.5平米	南山区	4200万
和业主是朋友，满五唯一，户型方正，有停车卡，正南	2室1厅	79.9平米	福田区	520万
罗湖嘉宝田花园地铁两房，享花园社区，居家舒适！	2室1厅	67.74平米	罗湖区	418万
康佳苑 精装两房 高层 通风采光好 满五年 税费少	2室1厅	82.7平米	南山区	538万
行万水千山、看灯火万家、高楼层、满五唯一低税费！	3室2厅	87.83平米	福田区	690万
横岗振业城一期顶楼复式，视野好看湖景	4室1厅	186.16平米	龙岗区	850万
5号线地铁口 跃层复式赠送30平米 翠园东晓 满五唯一	3室2厅	68.05平米	罗湖区	480万
花语岸大两房 普通装修 楼层好 红本	2室1厅	74.87平米	龙岗区	340万
光彩山居岁月 大四房 稀有放卖 看大南山 鸟语花香	4室2厅	120.55平米	南山区	880万
康乐大厦 3室2厅 430万	3室2厅	85.81平米	南山区	430万
布吉五号线上水径站，茵悦之生花园二期电梯两房。	2室1厅	66.29平米	龙岗区	270万
蔚蓝海岸3期，3+1房，南北向，业主诚意出售！	4室2厅	129.15平米	南山区	1290万
前海大四房，厅出阳台西南看花园，无差额税，单价5万7	4室3厅	124.56平米	宝安区	710万
7号线珠光站 方正格局大两房，总价低，税费少。	2室2厅	79.65平米	南山区	405万
七号线桃源村站 3房2厅 开阔视野 看山景房子 高使用率	3室2厅	92.19平米	南山区	550万
壹方商圈 07年新房 风临洲高层精装大三房 送露台	4室2厅	100.08平米	宝安区	660万
大社区花园     住家装修    南向   复式楼	5室2厅	274.82平米	福田区	2100万
7号线桃源村地铁站 安静南向三房   满五唯一红本的	3室2厅	98.87平米	南山区	735万
7号线龙井站，税费低交易流程快，中间楼层，朝南	2室1厅	39.09平米	南山区	210万
桑泰丹华 3室2厅 1480万	3室2厅	161.84平米	南山区	1480万
碧湖玫瑰园 3室1厅 600万	3室1厅	132.43平米	龙岗区	600万
朗钜云尚公馆 4室2厅 990万	4室2厅	82.27平米	福田区	990万
东海花园二期福禄居 4室2厅 3800万	4室2厅	253.59平米	福田区	3800万
龙光玖龙玺南区 4室2厅 750万	4室2厅	85.51平米	龙华区	750万
福田区，双地铁口物业，城中雅苑看花园方正三房！	3室2厅	138.23平米	福田区	1250万
龙岗区 万科翰邻城 六室一厅  装修好	6室1厅	180.29平米	龙岗区	1200万
金祥复式 看房方便 满五唯一 业主自己赎楼	4室1厅	189.42平米	罗湖区	686万
天鹅堡前排小高层  安静看花园 自住保养好 拎包入住！	3室2厅	172.45平米	南山区	2000万
溪山舒适四房  视野好无遮挡  看花园泳池   配套齐全	4室2厅	121.5平米	龙华区	690万
望海汇景苑 3室2厅 1150万	3室2厅	132.18平米	南山区	1150万
滨海之窗 精装修两房 满五 红本在手 固定车位	2室2厅	86.51平米	南山区	1180万
天悦湾花园 4室2厅 1300万	4室2厅	146.04平米	南山区	1300万
龙岗区万科翰邻城六房，顶楼复式，带大平台，满两年	6室2厅	193.92平米	龙岗区	1250万
信义御城豪园 精装复式4房 高楼层 看梧桐山景	4室2厅	89.7平米	龙岗区	488万
信义锦绣花园 3室1厅 430万	3室1厅	102.54平米	龙岗区	430万
横岗志健广场 户型方正 红本在手 满五年	3室2厅	122.91平米	龙岗区	380万
经典4+1房，一手业主税费少，精装修	4室2厅	128.07平米	宝安区	530万
金地天悦湾 5室2厅 900万	5室2厅	200.04平米	龙华区	900万
东方明珠城 4室1厅 540万	4室1厅	134.85平米	龙岗区	540万
红本在手，满五年唯一，六个大房满足三代同堂	6室2厅	133.44平米	罗湖区	733万
万科璞悦山大平层，两梯两户板楼。安静看园林	4室2厅	230.39平米	龙岗区	1500万
半山道1号礼宾府 3室2厅 580万	3室2厅	132.47平米	龙岗区	580万
满五唯一正南向 1+5双地铁 壹方城商圈 欢乐海岸2.0	4室2厅	147.74平米	宝安区	780万
满五唯一  前方无遮挡  复试房  有露台	5室2厅	98.06平米	龙华区	498万
满5年，看绿化的好楼层，前后通透，使用面积多	4室2厅	252.5平米	龙岗区	950万
皓月花园 大4房2厅带50平花园+全套红木家私+私家车位	4室2厅	121.71平米	龙华区	820万
宝丽大厦优质三房改两房，诚心出售，满五且家庭一套	2室1厅	89.55平米	罗湖区	365万
赠送30平大客厅 大阳台朝南看花园 5号线坂田站1.1公里	3室2厅	89.13平米	龙岗区	600万
莲塘仙湖枫景家园 南北通透的两房 500米到罗外和仙湖	2室1厅	58.37平米	罗湖区	318万
碧岭华庭  居家享受园林式小区 面朝青山 畅享清新空气	3室1厅	80.23平米	罗湖区	385万
前海自贸区物业 前海时代大三房出售	3室2厅	128.79平米	南山区	1250万
4房2厅2卫，红本在手，地铁口，满2年	4室2厅	122.39平米	福田区	585万
飞行员公寓三房，三阳台，东南向，中间楼层，可改四房	3室2厅	112.36平米	南山区	650万
雍景湾 4室1厅 2000万	4室1厅	175.57平米	南山区	2000万
豪方花园南北大复式四房送大露台	4室2厅	182.66平米	南山区	1200万
东方盛世花园 4室2厅 510万	4室2厅	110.44平米	龙岗区	510万
正规三房，带保姆间，满五唯一，高层南向海景房	3室2厅	116.45平米	福田区	900万
水木澜山居 3室1厅 650万	3室1厅	89.31平米	福田区	650万
科技园 松坪村东区 两房 精装修 朝南向 中高楼层	2室2厅	59.26平米	南山区	410万
11号线碧海湾站，正规大三房可改四房，小区安静看花园	3室1厅	143.79平米	宝安区	650万
世纪村一期 4室1厅 1400万	4室1厅	168.43平米	南山区	1400万
丹枫白露城东1号 2室2厅 430万	2室2厅	94.86平米	罗湖区	430万
阳光天健城 四房送大入户  可入学 朝南看小区绿化	4室2厅	141.65平米	龙岗区	866万
前后双阳台 南北通透 看高尔夫景观	3室1厅	123.18平米	南山区	1100万
汇鑫花园 3室1厅 558万	3室1厅	92.9平米	罗湖区	558万
房子是看花园的，安静，带一个平台，户型方正实用	3室1厅	97平米	宝安区	510万
花园社区 人车分流 地铁站两线三站 高层看洪湖公园	1室1厅	33.27平米	罗湖区	153万
麓园 双龙报珠四房 看房方便 朝花园安静	4室2厅	129平米	龙岗区	470万
新小区，诚心出售看房方便，实用面积大，双阳台	4室2厅	89.85平米	龙岗区	485万
福田一房一厅  高楼层   业主诚心出售 看房方便	1室1厅	37.01平米	福田区	225万
地铁7号线  花园式小区一房 背靠塘朗山 钥匙房随时看	1室2厅	48.77平米	南山区	338万
塘朗雅苑安静住家，三房楼层视野好	3室1厅	81.19平米	南山区	660万
嘉洲富苑 1室1厅 243万	1室1厅	35.72平米	福田区	243万
宝安中 心区幸福海岸大户型，住家舒适	5室2厅	179.46平米	宝安区	1600万
万科公园里6号四期朝南看花园 朝南看花园 三卫大户型	4室2厅	150.15平米	龙岗区	750万
前海2房小户型 精装修，卧室带阳台 电梯高层 采光好	2室1厅	46.17平米	南山区	390万
东南朝向 安静位置看花园 品质典范	5室2厅	164.35平米	福田区	1180万
此房是正规四房，满五年业主急售，高楼层采光好	4室1厅	144.36平米	龙华区	800万
安静的康欣园复式四房，快节奏城市中的宜居之所	4室2厅	157.32平米	福田区	950万
公园旁的大五房，可看洪湖湖景，空间很大，通风好	5室1厅	209.24平米	罗湖区	1580万
振业城跃式 全新毛坯 景观好 满五年 红本在手 笋！	4室2厅	245.27平米	龙岗区	880万
大冲红树别院复式五房 宽景阳台带入户 赠送多	5室2厅	176平米	南山区	2000万
红桂皇冠标准两房 户型方正 满五年合适刚需	2室1厅	37.39平米	罗湖区	209万
白金优质1房，满2能读书，高层，钥匙在手，看房方便	1室1厅	33.76平米	宝安区	164万
上水径地铁口物业丽湖花园方正两房明厨明卫、业主急售	2室2厅	59.97平米	龙岗区	203万
房子满两年南向采光好！新装修，诚心出售随时看房	1室1厅	36.57平米	龙华区	205万
万科城TB别墅，满五唯一红本在手，税费少、随时可看房	4室2厅	174.45平米	龙岗区	1350万
万象汇商场 春雷+贤义外国语 百鸽笼地铁口全新物业！	5室1厅	142.49平米	龙岗区	930万
少见五房出售，小区中间位置，南北通透，看花园和泳池	5室2厅	113.25平米	龙岗区	690万
莲花北村南向三房满五年唯一税费少，装修保养不错。	3室2厅	84.16平米	福田区	580万
东晓花园满五唯一，红本在手，带翠园未用，看房方便	3室2厅	88.72平米	罗湖区	400万
经理推荐：经典家园高层东南朝向三房，业主诚心出售。	3室2厅	95.01平米	罗湖区	630万
此房是标准的精装修两房南向 保养好可直接入住满五年	2室2厅	64.3平米	龙岗区	300万
海云轩 3室2厅 560万	3室2厅	121.88平米	宝安区	560万
待旧改物业、双地铁口、正规三房、金三楼层	3室2厅	87.8平米	宝安区	430万
满五年 唯一 大三房 送入户花园6平米 储物间8.9平方米	3室1厅	110.1平米	龙岗区	430万
大运新城 龙城华府 精装三房 满五唯一 税费少 总价低	3室2厅	76.07平米	龙岗区	320万
享受景秀教育资源 花园式社区 南向精装安静3房 税费少	3室1厅	85.59平米	福田区	670万
英郡年华精装两房，免个税 看小区花园 安静 舒适	2室1厅	61.75平米	龙岗区	300万
碧湖花园 3室2厅 480万	3室2厅	122.25平米	龙岗区	480万
荔园，南向，小高层，低密度，户型通风采光佳.	2室2厅	73.44平米	福田区	540万
富嘉名阁 2室1厅 415万	2室1厅	78.04平米	南山区	415万
滢水二区三房  南北户型  采光视线好南向  满五年税少	3室2厅	84.87平米	龙华区	365万
万科公园里一期 3室2厅 410万	3室2厅	87.89平米	龙岗区	410万
双地铁 成熟片区 精装小清新风格三房两卫 满五年唯一	3室2厅	87.59平米	宝安区	635万
华清园复式2+1房 厅出阳台 满五唯一 近公园体育馆安静	3室1厅	74.34平米	罗湖区	330万
中海三房，位置好，安静，税费低	3室1厅	81.26平米	龙岗区	360万
花语岸 3室1厅 380万	3室1厅	80.83平米	龙岗区	380万
汇鑫花园 2室1厅 372万	2室1厅	71.08平米	罗湖区	372万
2站到宝中，首付80万买电梯平层居家3房	2室1厅	38.35平米	宝安区	280万
招商央企物业，精装拎包住，房子先看，价格可谈。	3室2厅	87.79平米	宝安区	550万
景发花园 方正三房 双阳台 采光好 税费少	3室1厅	104.68平米	福田区	630万
万科城精装面宽别墅，业主诚心出售	4室2厅	174.64平米	龙岗区	1650万
布吉龙园意境别墅区，三阳台，双拼普通住宅费用	4室2厅	125.62平米	龙岗区	429万
大芬靠山小区 大五房 三代居家 看泳池 楼间距大 视线	5室2厅	127.08平米	龙岗区	670万
深业紫麟山花园超大4房，正南朝向，看花园景观	4室2厅	187.73平米	龙岗区	610万
龙瑞佳园 精装修两房 满两年 看房方便	2室1厅	72.95平米	南山区	425万
远洋新干线一期 3室2厅 375万	3室2厅	87.85平米	龙岗区	375万
桐林公寓 2室1厅 355万	2室1厅	54.24平米	福田区	355万
龙华花半里 精装三房 东南向 红本在手满五年 看房方便	3室1厅	86.23平米	龙华区	420万
新华城新装南向两房 满五唯一 电梯中层 山姆会员店旁	2室2厅	70.11平米	龙华区	360万
向南海德大厦 3室1厅 490万	3室1厅	66.45平米	南山区	490万
油画苑 大两房可改三房 满五年红本唯一免个税	2室2厅	87.56平米	龙岗区	286万
麒麟花园 3室2厅 900万	3室2厅	94.72平米	南山区	900万
罗湖新秀 满五唯一  户型方正实用 双地铁物业	1室1厅	35.53平米	罗湖区	180万
运河蓝湾 精装自住南北向 大三房，满2年少税 双龙	3室2厅	86.08平米	龙岗区	370万
外国语三房，满五唯一税少，户型方正，近公园 诚售	3室2厅	70.87平米	龙岗区	490万
五年唯一，税费少，厅出阳台，高楼层，视野好。	3室1厅	85.2平米	龙岗区	365万
金水湾御园 2室1厅 210万	2室1厅	47.07平米	盐田区	210万
高楼层朝南看海，采光充足，满五唯一，红本在手	2室1厅	61.08平米	福田区	450万
布吉中心花园 2室1厅 320万	2室1厅	73.51平米	龙岗区	320万
天源大厦 2室1厅 360万	2室1厅	78.7平米	宝安区	360万
南山科技园旁89平3房，满五年本在手，税费少交易快	3室2厅	89.46平米	南山区	450万
滨河社区  花园住宅  大阳台无遮挡	3室1厅	116.45平米	南山区	1050万
急售换房 复式 三房双卫（明窗） 面朝大海 通风好	3室2厅	65.62平米	宝安区	435万
莲花山旁   拎包即可入住   华富综合楼大三房	3室2厅	94.12平米	福田区	600万
朝南，户型方正，满五年唯一，税费少。	3室2厅	87.71平米	龙华区	420万
花园中间位置  带大阳台  视野开阔	3室2厅	111.66平米	龙华区	560万
爱地花园  满五唯一   正规三房  总价低  诚心出售	3室2厅	73.63平米	龙岗区	245万
满五唯一 无个税  业主自住温馨两房 诚心出售	2室1厅	78.69平米	龙岗区	495万
世纪华庭 精装三房 花园中间位置 安静 看房方便	3室2厅	85.34平米	龙华区	360万
2+1房、得房率高、金三楼层、看花园安静	3室2厅	75平米	宝安区	380万
荣超花园改好三房，精装修，税费少，业主诚心出售！	3室1厅	80.26平米	龙岗区	320万
满五年红本在手  地铁口 大三房 业主自住诚心卖	3室2厅	97.13平米	龙岗区	325万
西丽朗苑 阳台朝南三面采光两房 采光和视野好	2室1厅	74.53平米	南山区	480万
50万居家精装，带私家花园，诚心出售	3室2厅	91.81平米	龙华区	520万
好房要淘 三期经典户型 朝南 安静 景观好	4室2厅	170.77平米	南山区	1780万
楼盘新，小区管理好，近地铁，近超市，居住方便 。	1室2厅	26.73平米	福田区	240万
祥福雅居 满五年 大阳台两居室 地铁7号线笋岗站	2室1厅	60.26平米	罗湖区	318万
青年城邦园 1室1厅 195万	1室1厅	40.67平米	龙华区	195万
观湖园 4室2厅 1050万	4室2厅	194.88平米	龙华区	1050万
地铁口大户型 高楼层采光好 视野开阔	5室2厅	142.48平米	龙岗区	590万
中熙香缤山 5室2厅 780万	5室2厅	138.94平米	宝安区	780万
万科清林径 大四房 户型方正 满5年	4室2厅	124.79平米	龙岗区	410万
公园大地7期  大4房2厅2卫  中间楼层  视野开阔	4室1厅	174.8平米	龙岗区	1400万
华侨城LOFT公馆 中高楼层 可看海景 有钥匙 随时看房	5室2厅	311.43平米	南山区	3200万
深华丽园 5室1厅 1036万	5室1厅	148.13平米	罗湖区	1036万
文峰华庭 5室1厅 880万	5室1厅	165.96平米	龙岗区	880万
深中旁 万科翰邻城 单本证大平层 南向高楼层L大阳台	5室2厅	172.14平米	龙岗区	1120万
懿花园 5室2厅 1380万	5室2厅	181.09平米	龙华区	1380万
嘉亿爵悦 4室1厅 410万	4室1厅	88.51平米	龙岗区	410万
鸿荣源尚峰 4室2厅 528万	4室2厅	89.19平米	龙岗区	528万
港铁天颂 4室2厅 910万	4室2厅	141.03平米	龙华区	910万
随时可申请螺岭校位 中间位置安静 离校近 旁边旧改区	1室1厅	42.12平米	罗湖区	235万
东南向2房，厅出阳台，两房间比较大，双地铁口	2室2厅	78.62平米	南山区	440万
合正锦园 6室2厅 1200万	6室2厅	97.93平米	罗湖区	1200万
龙园山庄 3室2厅 400万	3室2厅	103.35平米	罗湖区	400万
兰亭居3房 朝南 大社区有绿化 车位充足 满五年无个税	3室2厅	99.3平米	福田区	590万
景园大厦 3室2厅 680万	3室2厅	117.75平米	南山区	680万
鸿景园两房明星户型双阳台可改三房的户型	2室1厅	80.79平米	宝安区	510万
田心庆云 满五年唯一  南向四房 有固定车位	4室1厅	99.59平米	罗湖区	475万
外拓大露台 满五唯一朝南  南山站和桃园站旁 看房方便	2室2厅	58.07平米	南山区	398万
佳兆业城市广场三期 3室1厅 500万	3室1厅	88.72平米	龙岗区	500万
楼层高，通风采光好，视野开阔，可看高尔夫景	2室2厅	83.83平米	福田区	750万
满两年，高楼层精装修，南向看花园安静	3室2厅	89.53平米	龙岗区	450万
世纪假日广场 2室1厅 520万	2室1厅	78.79平米	南山区	520万
四季花城 地铁口物业 电梯两房 满五年	2室2厅	62.65平米	龙岗区	345万
翠海花园一期 2室1厅 978万	2室1厅	65.28平米	福田区	978万
布吉德福花园 标准楼梯小两房 实用面积高 户型好 诚卖	2室2厅	55.06平米	龙岗区	200万
一房可改两房，布局适度，利用率高，红本在手。	1室1厅	48.28平米	龙岗区	218万
福田保税区加福广场，精致公寓，看米埔景观	1室1厅	42.15平米	福田区	260万
罗湖口岸锦花大厦 两房可改三房 满五唯一 南北通透	2室2厅	88.07平米	罗湖区	310万
万科清林径二期 精装两房 高楼层 厅侧出阳台 采光佳	2室2厅	79.2平米	龙岗区	270万
碧海蓝天名苑 2室1厅 300万	2室1厅	65.98平米	盐田区	300万
待拆迁物业，带大平台，可以改三房，看房方便	1室1厅	44.9平米	宝安区	200万
免个税 红在手 产权70年 靠谱出售	1室1厅	53.44平米	福田区	770万
桂芳园 通透型3房 格局合理 户型实用 满5唯一 诚售	3室2厅	87.29平米	龙岗区	385万
坪山新区金众蓝钻风景厅出阳台复式中高楼层电梯二房	2室1厅	48.75平米	龙岗区	200万
真正的南向看香港精装一房，视野开阔，而且还满两年哦	1室1厅	50.23平米	罗湖区	260万
福田区 双地铁双口岸物业 业主诚心出售 装修好安静	3室2厅	84.53平米	福田区	470万
南北通透双阳台，清水房，高楼层采光好通风架可谈	4室2厅	132.4平米	龙华区	780万
城市山林 4室1厅 1480万	4室1厅	139.64平米	南山区	1480万
水榭精装大四房 客厅正出阳台 看小区花园 业主诚售	4室1厅	141.01平米	龙华区	900万
锦绣江南四期 3室2厅 520万	3室2厅	108.51平米	龙华区	520万
御景东方5+1房，南北通透 安静看湖景，小区园林景观	5室3厅	195.94平米	南山区	2200万
万科金域蓝湾一期 4室1厅 1460万	4室1厅	170.99平米	福田区	1460万
碧海天家园 3室1厅 880万	3室1厅	105.8平米	南山区	880万
城建仁山智水花园一期 5室2厅 1500万	5室2厅	216.7平米	龙华区	1500万
熙园 3室2厅 2260万	3室2厅	167.1平米	福田区	2260万
嘉洲华苑 3室1厅 455万	3室1厅	82.28平米	福田区	455万
御景华城 高层三房两卫诚意出售 装修漂亮 看房随时	3室1厅	80.17平米	福田区	520万
地铁口精装三房高楼层厅出阳台双阳台	3室1厅	96.91平米	龙岗区	420万
万科俊园精装5房 满五唯一 红本	5室2厅	187.01平米	罗湖区	930万
源华综合楼 3房2厅 带17平米生活阳台	3室2厅	81.79平米	南山区	550万
是二改三房 自住装修 满五年 诚心出售	3室1厅	65.59平米	福田区	330万
布吉上水径地铁站、景华苑，格局好可改4房，适合住家	3室1厅	93平米	龙岗区	293万
五洲星苑大两房，业主自住装修保养好，业主诚心出售。	2室2厅	71.28平米	福田区	480万
中加名园 3室1厅 390万	3室1厅	98.85平米	龙岗区	390万
世纪春城二期 4室2厅 538万	4室2厅	128平米	龙华区	538万
新华苑 朝南看花园三房 双阳台设计 户型通透	3室2厅	88.33平米	龙华区	350万
星河时代 4室2厅 470万	4室2厅	89.23平米	龙岗区	470万
太安地铁口 喜荟城购物Center 朝南看花园 一手业主	3室2厅	141.96平米	罗湖区	980万
美庐锦园顶层复式   南北通地铁口物业   带60平大露台	5室2厅	225.12平米	南山区	2000万
群星广场红本满五年 业主诚卖 看房方便	3室2厅	174.68平米	福田区	1200万
万科，大三房，高层海景放，特殊大阳台户型	3室1厅	108.26平米	福田区	900万
中南花园大四房 宝安实验 60平赠送面积 两年前精装	4室2厅	128.05平米	宝安区	715万
雍景湾 东南向 179平4房 户型方正	4室2厅	179平米	南山区	2100万
满五唯一 南北通透 保养好 大四房	4室2厅	109.74平米	龙岗区	520万
福田酒店式住宅，精装一房一厅，厅出阳台，业主急卖。	1室1厅	46.07平米	福田区	350万
新安湖花园 3室2厅 520万	3室2厅	107.78平米	宝安区	520万
保利悦都 正规三房 中高楼层 可自由装修 业主诚心卖	3室1厅	78.77平米	龙华区	388万
香榭峰景苑 2室2厅 470万	2室2厅	68.42平米	南山区	470万
英达钰龙园 3室1厅 350万	3室1厅	41.07平米	南山区	350万
保利悦都小区 三房毛坯 户型方正 业主诚心卖	3室1厅	78.81平米	龙华区	390万
高科利花园 2室2厅 370万	2室2厅	81.08平米	福田区	370万
峰度天下四房 10年小区 厅出阳台 满五唯一 业主诚售	4室2厅	119.93平米	罗湖区	638万
地铁口南向两房   中间楼层 产权满2年  安静看山景	2室1厅	86平米	南山区	550万
壹方商圈 鸿荣源品质保证 客厅出大阳台 满五年深圳一	3室2厅	112.86平米	宝安区	820万
南二外   三房+1房 一步到位	4室2厅	141.91平米	南山区	1500万
双地铁 品质物业  正南向 中间楼层 厅出阳台 精装两房	2室2厅	84.06平米	宝安区	550万
漫步绿荫小道承接鸟语花香 慢城三房满五唯一红本在手	3室2厅	102.96平米	龙岗区	410万
此房买来好多年了，红本在手，朝南 大6房带 私家车位	6室3厅	231.19平米	罗湖区	1680万
坂田旭景佳园一期正南向2房，满五年。	2室2厅	79.66平米	龙岗区	365万
朝南正规复式4房，户型方正舒适，通风采光好	4室2厅	67.99平米	龙华区	410万
带35平私家花园，满五唯一红本，花园有阳光房	3室2厅	86.33平米	南山区	800万
高层 实用面积102.71㎡，满五唯一，翠园未用 业主急卖	3室2厅	68.05平米	罗湖区	445万
国展苑大两房满五年红本，业主诚心出售	2室1厅	73.17平米	龙岗区	260万
满两年  户型方正 采光好 看翠竹山景 业主诚心卖	2室2厅	71.45平米	罗湖区	410万
鸿荣源尚都花园 满五年 三条地铁口 带私家车位	3室1厅	113.72平米	宝安区	865万
此房精装修 无增值税 业主一直自住 看房方便	3室2厅	65平米	宝安区	380万
大运新城 3号线荷坳 水晶之城 复式大四房 满五唯一	4室2厅	130.3平米	龙岗区	470万
水晶之城满五唯一三房、荷拗地铁口、免增值税个税	3室2厅	75.26平米	龙岗区	280万
桃源村地铁口 天地峰景 方正三房  小区安静看花园	3室2厅	110.83平米	南山区	750万
劲力城市明珠 朝南看花园 阳台和房间超大 满五唯一	4室2厅	128.01平米	龙华区	539万
精装大三房，大卧室，停车位充足	3室2厅	73.06平米	宝安区	465万
5号地铁线物业皓月花园三房 南北通透 满五唯一税费少	3室2厅	96.25平米	龙华区	466万
看花园  户型方正  满五年  税费少  交通方便	3室2厅	88.26平米	龙华区	405万
九州家园带装修住家户型，看房方便	4室2厅	125.29平米	龙岗区	360万
万科金色沁园   进门带平台   居家装修   朝南看公园	4室2厅	89.93平米	龙岗区	499万
罗湖区龙园山庄 3层复式 带花园 实用面积大 满五红本	4室1厅	151.07平米	罗湖区	730万
优品建筑 电梯 复式 实用4房	3室2厅	82.9平米	龙华区	405万
上百间南北通3房 精装修 自住 舒适3房	3室2厅	88.23平米	龙岗区	280万
南山后海 蔚蓝海岸1期 三房 户型方正	3室2厅	94.65平米	南山区	870万
美思苑大厦 2室1厅 388万	2室1厅	79.1平米	罗湖区	388万
五联 万科清林径 二期四房 精装修双阳台	4室2厅	147.01平米	龙岗区	530万
南荔苑 3室2厅 538万	3室2厅	75.21平米	南山区	538万
荟芳园 万科物业 双地铁站 生活配套齐全	3室2厅	120.38平米	南山区	630万
海岸城 海珠城 全南向大3房2卫 满五V一 全天采光明亮	3室2厅	104.79平米	南山区	700万
清湖四房 美丽365花园 少有东南通透前后花园	4室2厅	123.14平米	龙华区	440万
首地容御单证大四房 三面采光 南北通透双阳台	4室2厅	207.65平米	南山区	1860万
茵悦之生带空中花园三期大三房，经典户型	3室1厅	88.06平米	龙岗区	480万
1栋端头位置 看海景 视野开阔 一套在卖 套内100平米	3室2厅	118.93平米	南山区	1200万
大运新城 高楼层景观好 看大运场馆 高赠送 装修随心	4室2厅	120.73平米	龙岗区	650万
花半里南北通电梯复式实验带大阳台精装修	4室2厅	122.45平米	龙岗区	620万
五年唯一，精致装修，东端头，楼层佳，视野无遮挡。	3室2厅	269.95平米	龙岗区	1200万
花园城三期 3室2厅 1450万	3室2厅	128.56平米	南山区	1450万
阳光棕榈园一期 4室2厅 710万	4室2厅	93.41平米	南山区	710万
假日湾华庭、大四房、主卧正看海	4室2厅	168.34平米	南山区	1380万
大型海景社区，个性游泳池，万科物业保驾护航	3室2厅	105.52平米	福田区	760万
佳兆业新都汇 3室2厅 520万	3室2厅	99.31平米	龙岗区	520万
公园大地靠山四房，带双入户和赠送面积超80平米	4室3厅	163.35平米	龙岗区	1100万
满五唯一 中间楼层 客厅阳台看别墅群  宽敞通透 安静	4室2厅	132.04平米	龙岗区	408万
三四楼复式房，南北通，安静，楼层好	5室2厅	164.92平米	福田区	1100万
大赠送，南北通四房，小区仅有一套，双地铁口物业	4室2厅	96.56平米	宝安区	700万
馨庭苑 5室2厅 1350万	5室2厅	174.17平米	福田区	1350万
沙头角区政府旁边居家海景两房 房子满五	2室1厅	70.18平米	盐田区	330万
皓月花园经典两房，中间楼层，采光充足，税费少 诚售	2室2厅	65.68平米	龙华区	330万
兰溪谷二期 4+1房 满五年唯一 高楼层 南北双阳台	5室2厅	197.49平米	南山区	2680万
高层客厅出阳台 视野好带固定车位协议 满五年	4室2厅	123.51平米	宝安区	750万
依山郡花园 中间位置 南北通透四房 单本证	4室2厅	207.67平米	龙岗区	880万
